ID_HECHO,N_VICTIMAS,FECHA,HORA,TIPO_DE_CALLE,COMUNA,XY (CABA),LONGITUD,LATITUD,VEHICULO_ACUSADO
2017-0040,1,2017-04-03,9.0,AVENIDA,13.0,Point (102290.82648731 109281.08885461),-58.43834197,-34.54560369,MULTIPLE
2017-0041,1,2017-04-03,23.0,CALLE,7.0,Point (100774.70463767 99328.98632835),-58.45485084,-34.63531854,AUTO
2017-0042,1,2017-04-10,9.0,GRAL PAZ,14.0,,,,CARGAS
2017-0045,1,2017-04-14,6.0,CALLE,10.0,Point (94388.40460408 100522.78812728),-58.52449285,-34.62454175,OBJETO FIJO
2017-0047,1,2017-04-23,6.0,AVENIDA,8.0,Point (99648.31069819 95261.11808541),-58.46713742,-34.6719879,AUTO
2017-0049,1,2017-04-27,18.0,AVENIDA,8.0,Point (102273.01728657 97084.66236498),-58.43850413,-34.65554754,PASAJEROS
2017-0050,2,2017-04-28,11.0,AUTOPISTA,9.0,,,,CARGAS
2017-0051,1,2017-05-01,3.0,AUTOPISTA,7.0,,,,AUTO
2017-0052,1,2017-05-05,3.0,GRAL PAZ,8.0,Point (97173.99360188 94265.65054023),-58.49413799,-34.68095739,CARGAS
2017-0053,1,2017-05-05,20.0,CALLE,4.0,Point (108050.74089604 97335.15201103),-58.37547846,-34.65326075,CARGAS
2017-0054,1,2017-05-07,21.0,AVENIDA,15.0,Point (97843.76024114 104700.29820723),-58.48680218,-34.58689719,AUTO
2017-0055,1,2017-05-09,8.0,AVENIDA,12.0,Point (97032.68537217 105507.05805581),-58.49563989,-34.57962262,AUTO
2017-0058,1,2017-05-09,23.0,AVENIDA,1.0,Point (107271.27725903 103337.46347012),-58.38403232,-34.5991594,MOTO
2017-0059,1,2017-05-11,9.0,CALLE,1.0,Point (107433.79647713 100255.68319210),-58.38223382,-34.62693865,PASAJEROS
2017-0060,1,2017-05-13,7.0,AVENIDA,8.0,Point (100333.14201607 95123.00813458),-58.45966521,-34.67323292,OBJETO FIJO
2017-0061,1,2017-05-15,13.0,AVENIDA,2.0,Point (106445.10866138 103387.80115442),-58.39303911,-34.59871111,MOTO
2017-0062,1,2017-05-15,16.0,AVENIDA,10.0,Point (95477.60201436 99478.59069542),-58.51262106,-34.63395999,CARGAS
2017-0063,1,2017-05-17,10.0,AVENIDA,1.0,Point (107531.03549571 101417.11038758),-58.38118367,-34.61646839,PASAJEROS
2017-0064,1,2017-05-20,5.0,CALLE,1.0,Point (107958.58079244 102597.49225224),-58.37653284,-34.60582475,AUTO
2017-0065,1,2017-05-22,16.0,AVENIDA,4.0,Point (107903.91828587 98767.43091425),-58.37709334,-34.64035082,CARGAS
2017-0066,1,2017-05-22,18.0,AVENIDA,15.0,Point (100300.69930045 102792.78597597),-58.46002142,-34.60409469,PASAJEROS
2017-0067,1,2017-05-23,2.0,AVENIDA,6.0,Point (102703.30911569 100138.40769771),-58.4338197,-34.62801894,CARGAS
2017-0068,1,2017-05-27,19.0,AVENIDA,8.0,Point (102520.03961549 96105.29592085),-58.43580656,-34.66437532,OBJETO FIJO
2017-0069,1,2017-05-24,14.0,GRAL PAZ,9.0,Point (94644.00300729 96592.22735507),-58.52173071,-34.65997463,
2017-0070,1,2017-05-30,13.0,CALLE,11.0,Point (95907.08722675 103463.22327776),-58.50791763,-34.59804273,AUTO
2017-0072,1,2017-06-03,23.0,AVENIDA,12.0,Point (97389.59663507 105213.53381695),-58.49175088,-34.58226957,AUTO
2017-0073,1,2017-06-04,9.0,AVENIDA,3.0,Point (105089.38820014 102773.44772064),-58.40781467,-34.60425669,AUTO
2017-0074,1,2017-06-04,12.0,CALLE,9.0,Point (94281.31244858 99043.29027489),-58.52567073,-34.63787791,
2017-0075,1,2017-06-12,22.0,AVENIDA,1.0,Point (107498.83241886 102238.54924157),-58.381542,-34.60906385,MOTO
2017-0076,1,2017-06-13,14.0,AVENIDA,2.0,Point (107160.34141948 105678.38284277),-58.38526125,-34.5780581,CARGAS
2017-0077,1,2017-06-17,23.0,CALLE,14.0,Point (103115.59520137 104964.08461543),-58.42934104,-34.58451712,CARGAS
2017-0079,1,2017-06-19,16.0,CALLE,3.0,Point (105202.26736061 101269.73269565),-58.40657493,-34.61781124,CARGAS
2017-0080,1,2017-06-22,10.0,AVENIDA,9.0,Point (97070.50716478 98268.08001276),-58.49525314,-34.64487785,CARGAS
2017-0082,1,2017-06-25,22.0,AVENIDA,4.0,Point (106636.30041967 99991.34072603),-58.39092851,-34.62932696,AUTO
2017-0083,1,2017-07-04,0.0,AVENIDA,9.0,Point (96998.81124177 98183.20743664),-58.49603546,-34.64564271,CARGAS
2017-0084,1,2017-07-05,12.0,AVENIDA,2.0,Point (107180.90591568 104682.54945160),-58.38502878,-34.58703485,PASAJEROS
2017-0085,1,2017-07-07,14.0,AVENIDA,4.0,Point (108315.72323297 99748.45783960),-58.37261143,-34.63150425,PASAJEROS
2017-0086,1,2017-07-09,7.0,AVENIDA,9.0,Point (94914.28538682 98912.56901137),-58.51876802,-34.63905965,MOTO
2017-0087,1,2017-07-10,10.0,CALLE,3.0,Point (104800.65774098 101563.94663965),-58.41095567,-34.61516101,AUTO
2017-0088,1,2017-07-10,22.0,AVENIDA,1.0,Point (108741.48238670 100448.08502809),-58.36797542,-34.62519403,PASAJEROS
2017-0089,1,2017-07-13,12.0,CALLE,9.0,Point (95246.78684010 97935.32361317),-58.51514709,-34.64787051,AUTO
2017-0090,1,2017-07-15,5.0,GRAL PAZ,11.0,Point (94866.55993974 104164.40879727),-58.51925642,-34.59171721,AUTO
2017-0091,1,2017-07-15,13.0,GRAL PAZ,12.0,Point (97850.57417090 109546.39428377),-58.48671535,-34.54321216,
2017-0092,1,2017-07-24,22.0,AUTOPISTA,1.0,Point (107392.50226602 100712.59265582),-58.38268809,-34.62282019,AUTO
2017-0093,1,2017-07-25,16.0,AUTOPISTA,13.0,Point (102474.90818824 108830.74789029),-58.43633522,-34.54966288,AUTO
2017-0094,1,2017-07-27,8.0,CALLE,10.0,Point (94212.26181299 101286.25735606),-58.52640838,-34.61765855,CARGAS
2017-0095,1,2017-08-06,8.0,AVENIDA,14.0,Point (104068.94257873 103491.45652529),-58.41894306,-34.59778875,AUTO
2017-0096,1,2017-08-07,19.0,AVENIDA,13.0,Point (99608.90354249 108823.89449537),-58.46756026,-34.54972741,PASAJEROS
2017-0098,1,2017-08-08,12.0,CALLE,7.0,Point (100563.22594607 99771.56223988),-58.45715752,-34.63132912,AUTO
2017-0099,1,2017-08-17,19.0,AVENIDA,14.0,Point (103600.34605991 107446.36084135),-58.42406784,-34.56213916,AUTO
2017-0100,1,2017-08-21,7.0,CALLE,3.0,Point (106103.99852157 101567.67895783),-58.3967447,-34.61512051,OBJETO FIJO
2017-0101,1,2017-08-23,10.0,AVENIDA,13.0,Point (101644.77699748 106480.78805418),-58.44537508,-34.57084818,MULTIPLE
2017-0102,1,2017-08-24,1.0,AVENIDA,4.0,Point (105750.92237188 97579.79677541),-58.40056767,-34.6510708,CARGAS
2017-0104,1,2017-08-25,9.0,AVENIDA,1.0,Point (107538.91933237 101188.13128502),-58.38109568,-34.61853244,CARGAS
2017-0106,1,2017-08-31,19.0,CALLE,14.0,Point (103483.20578848 105425.94020024),-58.42533612,-34.58035258,PASAJEROS
2017-0107,1,2017-09-01,11.0,AVENIDA,13.0,Point (100245.64635241 109464.60244956),-58.46062311,-34.54395182,CARGAS
2017-0108,2,2017-09-02,4.0,GRAL PAZ,12.0,Point (97098.48468623 109019.96106626),-58.49491054,-34.54795581,AUTO
2017-0109,1,2017-09-04,21.0,AVENIDA,7.0,Point (99266.22533505 99180.83096967),-58.47130269,-34.63665402,AUTO
2017-0110,1,2017-09-06,14.0,AVENIDA,1.0,Point (108513.43549456 103032.95078343),-58.370488,-34.60189492,PASAJEROS
2017-0111,1,2017-09-07,18.0,CALLE,4.0,Point (103948.02389064 98549.15451723),-58.42023854,-34.6423411,CARGAS
2017-0112,2,2017-09-10,9.0,AUTOPISTA,7.0,Point (100479.14412395 98812.52258620),-58.45807401,-34.6399743,OBJETO FIJO
2017-0113,1,2017-09-11,6.0,AVENIDA,1.0,Point (107918.77617420 103716.42961253),-58.37697717,-34.59573848,PASAJEROS
2017-0114,1,2017-09-15,2.0,AVENIDA,2.0,Point (106632.70892338 104910.17381357),-58.3910058,-34.5849866,OBJETO FIJO
2017-0115,1,2017-09-19,18.0,AVENIDA,5.0,Point (103803.42869640 99818.79654291),-58.42182126,-34.63089661,BICICLETA
2017-0116,1,2017-09-20,22.0,GRAL PAZ,12.0,Point (95357.86744200 105380.41895972),-58.51389422,-34.58075791,OBJETO FIJO
2017-0118,1,2017-09-22,7.0,AVENIDA,4.0,Point (108016.39016447 97439.36817481),-58.37585415,-34.65232158,AUTO
2017-0120,1,2017-10-02,15.0,AUTOPISTA,9.0,Point (99113.17852207 96319.06728520),-58.47297505,-34.66245085,CARGAS
2017-0123,1,2017-10-10,1.0,AVENIDA,8.0,Point (99518.38660571 95241.63338177),-58.46855503,-34.67216349,AUTO
2017-0124,1,2017-10-12,14.0,CALLE,15.0,Point (101904.43474476 104150.89892205),-58.44254033,-34.59185043,PASAJEROS
2017-0125,1,2017-10-13,6.0,AVENIDA,8.0,Point (99732.19478660 94453.36361177),-58.46622247,-34.67926929,OBJETO FIJO
2017-0126,2,2017-10-14,6.0,AVENIDA,8.0,Point (98466.20276785 94207.42419155),-58.48003734,-34.68148508,OBJETO FIJO
2017-0127,1,2017-10-16,7.0,AVENIDA,2.0,Point (104713.04838502 103467.44528033),-58.41192137,-34.59800248,MOTO
2017-0128,1,2017-10-17,12.0,CALLE,6.0,Point (102105.12699179 101749.49668435),-58.44034689,-34.61349731,PASAJEROS
2017-0129,1,2017-10-26,19.0,AUTOPISTA,9.0,Point (99243.41866587 97782.67879316),-58.47155277,-34.64925746,PASAJEROS
2017-0130,1,2017-10-27,5.0,AVENIDA,15.0,Point (98575.30034704 103283.44421792),-58.47883099,-34.59967065,CARGAS
2017-0132,1,2017-10-30,14.0,AVENIDA,8.0,Point (99796.45945783 92847.91633262),-58.46552171,-34.6937413,PASAJEROS
2017-0134,1,2017-11-06,18.0,AVENIDA,8.0,Point (101915.86954232 95727.75538814),-58.4423972,-34.66777987,PASAJEROS
2017-0135,1,2017-11-07,12.0,AVENIDA,15.0,Point (99355.48397222 103660.98712619),-58.47032551,-34.59626814,CARGAS
2017-0136,1,2017-11-16,8.0,AVENIDA,4.0,Point (104127.10295709 97119.53980201),-58.41827843,-34.65522746,PASAJEROS
2017-0137,1,2017-11-17,11.0,AVENIDA,11.0,Point (95458.27090734 104045.28333021),-58.51280715,-34.59279388,CARGAS
2017-0138,1,2017-11-19,10.0,AVENIDA,7.0,Point (100065.47249269 98381.80497378),-58.46258582,-34.64385704,OBJETO FIJO
2017-0139,1,2017-11-19,22.0,AVENIDA,8.0,Point (101160.07257435 94368.23344193),-58.45064148,-34.68003614,OBJETO FIJO
2017-0140,1,2017-11-19,23.0,AUTOPISTA,4.0,,,,PASAJEROS
2017-0141,1,2017-11-23,19.0,AVENIDA,6.0,Point (103312.47684665 100458.27902411),-58.42717783,-34.62513374,PASAJEROS
2017-0143,1,2017-11-25,21.0,CALLE,11.0,Point (99897.24182072 102443.29154512),-58.46442001,-34.60724519,PASAJEROS
2017-0144,1,2017-11-26,6.0,GRAL PAZ,8.0,Point (99327.01838497 92326.91130631),-58.47064556,-34.69843756,OBJETO FIJO
2017-0145,1,2017-11-26,17.0,CALLE,5.0,Point (104266.88124229 101889.22080612),-58.41677733,-34.61223119,AUTO
2017-0147,1,2017-11-28,11.0,GRAL PAZ,9.0,Point (96405.76679348 94981.38013791),-58.5025179,-34.67450313,AUTO
2017-0148,1,2017-11-29,10.0,AVENIDA,3.0,Point (105155.42991407 100540.06938064),-58.40708125,-34.62438894,PASAJEROS
2017-0149,1,2017-11-30,12.0,AVENIDA,1.0,Point (108605.31247489 101604.53195530),-58.36947198,-34.61477051,PASAJEROS
2017-0150,1,2017-12-04,1.0,AVENIDA,9.0,Point (95589.03838155 98881.22999034),-58.51140889,-34.63934531,AUTO
2017-0151,1,2017-12-04,2.0,CALLE,4.0,Point (108130.20782757 97076.54120716),-58.37460912,-34.65559133,PASAJEROS
2017-0152,1,2017-12-06,17.0,CALLE,4.0,Point (104752.14395609 97617.14934540),-58.41146277,-34.65073916,PASAJEROS
2017-0153,2,2017-12-11,2.0,AVENIDA,6.0,Point (103186.65733155 101217.09689755),-58.42855267,-34.61829385,PASAJEROS
2017-0154,1,2017-12-11,9.0,AVENIDA,4.0,Point (106688.43418876 99459.27505947),-58.39035581,-34.63412287,PASAJEROS
2017-0155,1,2017-12-12,21.0,AVENIDA,7.0,Point (100674.98109200 100299.64949548),-58.45593915,-34.62656868,MOTO
2017-0157,1,2017-12-17,9.0,GRAL PAZ,9.0,Point (94007.62506099 98145.35456663),-58.52866211,-34.64597065,PASAJEROS
2017-0158,1,2017-12-18,21.0,GRAL PAZ,11.0,Point (94764.11350214 103903.32150283),-58.52037476,-34.59407024,AUTO
2017-0159,1,2017-12-20,4.0,AVENIDA,1.0,Point (106817.01972475 101248.18030272),-58.38896772,-34.61799615,AUTO
2017-0160,1,2017-12-22,13.0,AVENIDA,7.0,Point (99317.63492514 100172.19114010),-58.47074114,-34.62771756,MOTO
2017-0161,1,2017-12-26,15.0,AVENIDA,9.0,Point (98285.13000363 96624.14779705),-58.48200819,-34.65969965,AUTO
2018-0001,1,2018-01-01,22.0,AVENIDA,3.0,Point (106229.70400707 100696.43939679),-58.39536773,-34.62297346,MOTO
2018-0002,1,2018-01-03,16.0,CALLE,1.0,Point (108138.18410245 101140.78821350),-58.37456088,-34.61895467,PASAJEROS
2018-0003,1,2018-01-05,10.0,AVENIDA,15.0,Point (101348.13972450 102808.02053976),-58.44860217,-34.60395657,MULTIPLE
2018-0004,1,2018-01-09,9.0,AVENIDA,13.0,Point (100183.96103971 109533.84269558),-58.46129513,-34.54332766,MULTIPLE
2018-0005,1,2018-01-09,22.0,AVENIDA,1.0,Point (108641.50518777 101075.93727953),-58.36907201,-34.61953517,PASAJEROS
2018-0006,1,2018-01-10,21.0,CALLE,6.0,Point (102079.59903748 100474.45881577),-58.44062219,-34.62499107,PASAJEROS
2018-0007,1,2018-01-11,2.0,AUTOPISTA,9.0,Point (94340.14761734 99250.24722124),-58.52502765,-34.63601265,AUTO
2018-0008,1,2018-01-12,17.0,AVENIDA,1.0,Point (108868.80749430 101370.51785663),-58.36659655,-34.61687778,CARGAS
2018-0009,1,2018-01-14,2.0,AVENIDA,4.0,Point (108796.38792642 100177.06810505),-58.36737389,-34.62763661,MOTO
2018-0010,1,2018-01-18,5.0,CALLE,10.0,Point (96810.81688812 99875.56613013),-58.49807953,-34.63038658,CARGAS
2018-0011,1,2018-01-19,10.0,AVENIDA,2.0,Point (106639.47032605 104255.89970551),-58.39092703,-34.59088447,PASAJEROS
2018-0012,1,2018-01-26,13.0,CALLE,8.0,Point (99466.65991849 94317.70888094),-58.46912006,-34.68049201,PASAJEROS
2018-0013,1,2018-01-28,8.0,AVENIDA,12.0,Point (97860.62977748 106812.00802724),-58.48661286,-34.56786129,AUTO
2018-0014,1,2018-01-31,20.0,AVENIDA,7.0,Point (102067.32140821 97610.71255013),-58.44074927,-34.65080597,MOTO
2018-0015,2,2018-02-06,1.0,AVENIDA,4.0,Point (107053.47849253 98047.93724144),-58.38636298,-34.64684275,PASAJEROS
2018-0016,1,2018-02-15,10.0,AVENIDA,1.0,Point (108069.68986814 104046.20018024),-58.37533517,-34.59276462,CARGAS
2018-0017,1,2018-02-17,4.0,AVENIDA,7.0,Point (99418.67591727 99840.67619219),-58.46963952,-34.63070603,AUTO
2018-0018,1,2018-02-17,7.0,CALLE,4.0,Point (108363.47256437 98202.84498754),-58.37207554,-34.64543658,CARGAS
2018-0019,1,2018-02-17,12.0,AVENIDA,2.0,Point (106550.65433457 104158.41702434),-58.39189441,-34.59176378,PASAJEROS
2018-0020,1,2018-02-19,22.0,AUTOPISTA,8.0,Point (101207.19032483 96015.90575056),-58.45012957,-34.66518343,CARGAS
2018-0021,1,2018-02-22,10.0,AVENIDA,4.0,Point (105634.57202683 98201.36000813),-58.40184094,-34.64546845,PASAJEROS
2018-0022,1,2018-02-24,0.0,AVENIDA,4.0,Point (108149.86840397 98842.98534187),-58.37441153,-34.63966783,CARGAS
2018-0023,1,2018-02-24,6.0,CALLE,6.0,Point (102035.73876399 100936.73706899),-58.44110156,-34.62082399,AUTO
2018-0024,1,2018-02-28,23.0,AVENIDA,15.0,Point (99305.05235104 105657.19134383),-58.47087351,-34.57827342,CARGAS
2018-0025,1,2018-03-04,22.0,AVENIDA,7.0,Point (100337.26455822 100756.41076314),-58.4596221,-34.6224514,AUTO
2018-0026,2,2018-03-09,4.0,AVENIDA,4.0,Point (104283.01090451 97171.08656182),-58.41657793,-34.65476216,CARGAS
2018-0027,1,2018-03-11,23.0,CALLE,5.0,Point (104051.46146857 99117.09528964),-58.41911301,-34.63722107,MOTO
2018-0028,1,2018-03-13,15.0,AVENIDA,9.0,Point (99275.15851476 98531.15835355),-58.47120586,-34.64251042,CARGAS
2018-0029,1,2018-03-15,18.0,AVENIDA,11.0,Point (99001.33520474 100973.19474422),-58.47418944,-34.62049672,AUTO
2018-0030,1,2018-03-20,1.0,AVENIDA,15.0,Point (99641.71055660 105570.42188351),-58.46720441,-34.57905579,MOTO
2018-0031,1,2018-03-28,10.0,AVENIDA,11.0,Point (99468.64184992 101272.71412938),-58.46909362,-34.6177971,CARGAS
2018-0032,1,2018-04-02,13.0,AVENIDA,13.0,Point (101491.71965442 106698.43843791),-58.44704343,-34.5688864,PASAJEROS
2018-0033,1,2018-04-07,7.0,AVENIDA,10.0,Point (96143.57848535 100026.85558450),-58.50535541,-34.62902048,CARGAS
2018-0034,1,2018-04-11,18.0,AVENIDA,2.0,Point (105786.93203839 103775.29320399),-58.40021675,-34.59522198,PASAJEROS
2018-0035,1,2018-04-12,16.0,AVENIDA,7.0,Point (100003.66169818 100008.18099088),-58.46325991,-34.62919627,PASAJEROS
2018-0036,1,2018-04-13,23.0,AVENIDA,15.0,Point (97118.17245497 103585.17867883),-58.49471482,-34.59694755,AUTO
2018-0037,1,2018-04-18,18.0,AVENIDA,2.0,Point (105923.35790409 103271.83194351),-58.3987261,-34.59975962,CARGAS
2018-0038,2,2018-04-20,17.0,AVENIDA,1.0,Point (106840.31999667 102262.72809661),-58.38872177,-34.60885045,AUTO
2018-0039,1,2018-04-21,22.0,AUTOPISTA,14.0,,,,AUTO
2018-0040,1,2018-04-27,11.0,CALLE,13.0,Point (100590.76036525 106235.55299971),-58.45686132,-34.57305993,CARGAS
2018-0041,1,2018-04-27,13.0,AVENIDA,4.0,Point (103711.66698694 98495.65433114),-58.42281627,-34.64282424,PASAJEROS
2018-0042,1,2018-04-27,18.0,CALLE,4.0,Point (107026.83754260 98858.75172681),-58.38666024,-34.63953396,CARGAS
2018-0043,1,2018-04-28,6.0,AVENIDA,11.0,Point (97438.46582767 101907.03915052),-58.49122843,-34.61207587,AUTO
2018-0044,1,2018-04-28,9.0,AVENIDA,3.0,Point (105715.04318224 101174.58167004),-58.40098306,-34.61866627,AUTO
2018-0045,1,2018-04-30,7.0,AVENIDA,13.0,Point (100808.33159423 105557.81994917),-58.45448963,-34.5791692,CARGAS
2018-0046,1,2018-05-02,3.0,GRAL PAZ,9.0,Point (93950.50587297 98883.37644525),-58.52927982,-34.63931752,AUTO
2018-0047,1,2018-05-08,19.0,AVENIDA,15.0,Point (101440.29935254 104167.40204334),-58.44759966,-34.5917024,PASAJEROS
2018-0048,1,2018-05-09,10.0,AVENIDA,7.0,Point (99925.51296558 100002.14427355),-58.46411215,-34.62925068,PASAJEROS
2018-0049,1,2018-05-11,19.0,CALLE,13.0,Point (100107.11808300 108354.57023193),-58.4621322,-34.55395823,AUTO
2018-0050,1,2018-05-14,18.0,AVENIDA,13.0,Point (100606.16651489 107458.45493347),-58.45669422,-34.5620361,PASAJEROS
2018-0051,1,2018-05-15,21.0,CALLE,4.0,Point (109491.72835084 98425.60443682),-58.3597716,-34.64341878,AUTO
2018-0052,1,2018-05-18,20.0,AVENIDA,15.0,Point (96798.08806617 104278.02817622),-58.49820145,-34.59070093,PASAJEROS
2018-0053,1,2018-05-20,2.0,CALLE,3.0,Point (104834.84104085 103313.26202067),-58.4105928,-34.5993918,AUTO
2018-0054,1,2018-05-22,11.0,CALLE,12.0,Point (98495.84519532 106440.03052817),-58.47969138,-34.57121563,BICICLETA
2018-0055,1,2018-05-29,7.0,AVENIDA,3.0,Point (105482.77183741 101155.54165898),-58.40351561,-34.61883916,AUTO
2018-0056,1,2018-06-02,13.0,AVENIDA,9.0,Point (94825.31796080 98898.07278223),-58.51973844,-34.63918987,PASAJEROS
2018-0057,1,2018-06-03,3.0,CALLE,3.0,Point (106436.50690531 100845.32785530),-58.39311376,-34.62163006,PASAJEROS
2018-0058,1,2018-06-03,6.0,AVENIDA,15.0,Point (102567.54814228 104264.87527568),-58.43531242,-34.59082159,AUTO
2018-0059,1,2018-06-08,6.0,AVENIDA,5.0,Point (104724.05358972 99878.51159963),-58.41178165,-34.63035454,OTRO
2018-0060,1,2018-06-08,12.0,AVENIDA,1.0,Point (108513.43549456 103032.95078343),-58.370488,-34.60189492,PASAJEROS
2018-0061,1,2018-06-10,11.0,CALLE,3.0,Point (105911.62147898 101065.51501699),-58.39883882,-34.61964833,MOTO
2018-0062,1,2018-06-14,1.0,CALLE,6.0,Point (102035.73876399 100936.73706899),-58.44110156,-34.62082399,CARGAS
2018-0063,1,2018-06-16,21.0,AVENIDA,1.0,Point (108473.00357935 103295.64162815),-58.37093138,-34.59952725,PASAJEROS
2018-0064,1,2018-06-25,1.0,AVENIDA,7.0,Point (100435.26388900 98861.53271694),-58.45855262,-34.63953253,CARGAS
2018-0065,1,2018-06-26,17.0,CALLE,1.0,Point (107493.20906271 104038.93317074),-58.38161909,-34.59283447,CARGAS
2018-0066,1,2018-06-28,11.0,AVENIDA,15.0,Point (100750.52062158 104691.17506829),-58.45511899,-34.58698157,PASAJEROS
2018-0067,1,2018-06-29,16.0,AVENIDA,4.0,Point (107891.26340037 99945.61487141),-58.37724226,-34.62973033,AUTO
2018-0068,1,2018-07-01,9.0,AVENIDA,7.0,Point (100718.69831349 99996.27412808),-58.45546217,-34.62930339,AUTO
2018-0069,1,2018-07-04,21.0,AVENIDA,2.0,Point (105900.94104333 103295.18325601),-58.39897064,-34.59954925,PASAJEROS
2018-0070,1,2018-07-07,15.0,CALLE,3.0,Point (104963.31095539 100886.97438212),-58.40917826,-34.62126274,PASAJEROS
2018-0071,1,2018-07-10,17.0,AVENIDA,1.0,Point (108808.25931028 102022.90885862),-58.36726348,-34.61099738,CARGAS
2018-0072,1,2018-07-11,13.0,AUTOPISTA,8.0,Point (98224.62123059 93867.97738800),-58.48267426,-34.68454456,CARGAS
2018-0073,1,2018-07-11,15.0,AVENIDA,4.0,Point (106218.96559101 97510.98250186),-58.39546165,-34.65168841,CARGAS
2018-0074,1,2018-07-14,6.0,AVENIDA,7.0,Point (99438.84176266 99501.28380301),-58.46941984,-34.63376545,CARGAS
